SiteName,Operator,starttime,timeofday,Value
Cross_Bronx_Expy,nyccas,2025-08-02 15:00:00.000,03:00 PM,6.08
Broadway_35th_St,nyccas,2025-08-08 11:00:00.000,11:00 AM,7.71
Broadway_35th_St,nyccas,2025-08-08 14:00:00.000,02:00 PM,9.28
Broadway_35th_St,nyccas,2025-08-08 15:00:00.000,03:00 PM,10.15
Cross_Bronx_Expy,nyccas,2025-08-01 18:00:00.000,06:00 PM,15.76
Broadway_35th_St,nyccas,2025-08-03 00:00:00.000,12:00 AM,12.03
Broadway_35th_St,nyccas,2025-08-03 16:00:00.000,04:00 PM,13.36
Cross_Bronx_Expy,nyccas,2025-08-01 16:00:00.000,04:00 PM,15.88
Cross_Bronx_Expy,nyccas,2025-08-03 11:00:00.000,11:00 AM,15.82
Broadway_35th_St,nyccas,2025-08-03 03:00:00.000,03:00 AM,14.57
Broadway_35th_St,nyccas,2025-08-09 12:00:00.000,12:00 PM,8.63
Cross_Bronx_Expy,nyccas,2025-08-01 21:00:00.000,09:00 PM,22.05
Cross_Bronx_Expy,nyccas,2025-08-03 14:00:00.000,02:00 PM,20.06
Broadway_35th_St,nyccas,2025-08-09 13:00:00.000,01:00 PM,9.46
Broadway_35th_St,nyccas,2025-08-03 19:00:00.000,07:00 PM,14.08
Cross_Bronx_Expy,nyccas,2025-08-04 08:00:00.000,08:00 AM,17.4
Broadway_35th_St,nyccas,2025-08-04 06:00:00.000,06:00 AM,12.51
Broadway_35th_St,nyccas,2025-08-03 06:00:00.000,06:00 AM,9.14
Cross_Bronx_Expy,nyccas,2025-08-01 23:00:00.000,11:00 PM,17.88
Cross_Bronx_Expy,nyccas,2025-08-04 09:00:00.000,09:00 AM,18.23
Broadway_35th_St,nyccas,2025-08-08 17:00:00.000,05:00 PM,8.77
Broadway_35th_St,nyccas,2025-08-03 10:00:00.000,10:00 AM,16.35
Broadway_35th_St,nyccas,2025-08-03 23:00:00.000,11:00 PM,10.57
Cross_Bronx_Expy,nyccas,2025-08-04 13:00:00.000,01:00 PM,25.93
Cross_Bronx_Expy,nyccas,2025-08-02 08:00:00.000,08:00 AM,10.51
Broadway_35th_St,nyccas,2025-08-04 10:00:00.000,10:00 AM,18.95
Cross_Bronx_Expy,nyccas,2025-08-02 01:00:00.000,01:00 AM,17.19
Cross_Bronx_Expy,nyccas,2025-08-01 14:00:00.000,02:00 PM,13.22
Cross_Bronx_Expy,nyccas,2025-08-02 13:00:00.000,01:00 PM,5.69
Broadway_35th_St,nyccas,2025-08-04 01:00:00.000,01:00 AM,11.13
Cross_Bronx_Expy,nyccas,2025-08-01 15:00:00.000,03:00 PM,15.12
Broadway_35th_St,nyccas,2025-08-04 20:00:00.000,08:00 PM,29.8
Broadway_35th_St,nyccas,2025-08-04 12:00:00.000,12:00 PM,25.87
Cross_Bronx_Expy,nyccas,2025-08-03 02:00:00.000,02:00 AM,14.68
Broadway_35th_St,nyccas,2025-08-09 09:00:00.000,09:00 AM,9.49
Broadway_35th_St,nyccas,2025-08-04 18:00:00.000,06:00 PM,28.59
Broadway_35th_St,nyccas,2025-08-03 14:00:00.000,02:00 PM,18.87
Cross_Bronx_Expy,nyccas,2025-08-02 07:00:00.000,07:00 AM,8.65
Cross_Bronx_Expy,nyccas,2025-08-01 20:00:00.000,08:00 PM,17.74
Cross_Bronx_Expy,nyccas,2025-08-02 18:00:00.000,06:00 PM,6.68
Broadway_35th_St,nyccas,2025-08-05 13:00:00.000,01:00 PM,51.42
Cross_Bronx_Expy,nyccas,2025-08-04 10:00:00.000,10:00 AM,22.29
Cross_Bronx_Expy,nyccas,2025-08-02 21:00:00.000,09:00 PM,14.43
